0,p-value,Adj p-value
OTU_B_1311717,1.0,1.0
OTU_B_115361,0.284,0.5012787193973635
OTU_B_1055204,0.001,0.005457059679767104
OTU_B_672258,0.23,0.4392333651703279
OTU_B_686941,0.761,0.9079446256663218
OTU_B_787625,0.2,0.3941130091984232
OTU_B_652275,0.002,0.010009010512264308
OTU_B_731143,0.324,0.5320234327949631
OTU_B_730490,0.097,0.23694608242384751
OTU_B_38053,0.011,0.04377813163481953
OTU_B_1447229,0.001,0.005457059679767104
OTU_B_115274,0.415,0.6185300402524475
OTU_B_115275,0.062,0.16975570567829104
OTU_B_111956,0.221,0.4258420815933184
OTU_B_606473,0.001,0.005457059679767104
OTU_B_143430,0.151,0.3210315446232367
OTU_B_115272,0.186,0.37192559503966927
OTU_B_740055,0.37,0.5782117548978741
OTU_B_1262978,0.039,0.12251890646276317
OTU_B_38055,1.0,1.0
OTU_B_91210,0.066,0.1782184208157018
OTU_B_115278,0.529,0.7183306017114139
OTU_B_111958,0.005,0.022183431952662723
OTU_B_88951,0.012,0.04724389603570491
OTU_B_1192104,0.522,0.7162842110079152
OTU_B_38057,0.002,0.010009010512264308
OTU_B_114055,0.002,0.010009010512264308
OTU_B_1496894,0.358,0.5698511835261649
OTU_B_259554,0.4,0.6026422866328428
OTU_B_377205,0.243,0.45819539796303277
OTU_B_653469,0.001,0.005457059679767104
OTU_B_47026,0.001,0.005457059679767104
OTU_B_47025,0.621,0.7924533889290729
OTU_B_47022,0.245,0.4608944364297811
OTU_B_1869907,0.002,0.010009010512264308
OTU_B_47020,0.002,0.010009010512264308
OTU_B_1351590,0.082,0.2098237351761795
OTU_B_712493,0.357,0.5691958960182871
OTU_B_47028,0.098,0.2388247338912814
OTU_B_328088,0.002,0.010009010512264308
OTU_B_729638,1.0,1.0
OTU_B_830824,0.214,0.4153962850300952
OTU_B_1518189,0.001,0.005457059679767104
OTU_B_1518188,0.001,0.005457059679767104
OTU_B_1471828,0.001,0.005457059679767104
OTU_B_1518185,0.381,0.585427122291101
OTU_B_181817,0.363,0.5739112282551396
OTU_B_762602,1.0,1.0
OTU_B_762605,0.475,0.6790695457362124
OTU_B_762604,1.0,1.0
OTU_B_1518183,0.001,0.005457059679767104
OTU_B_1518182,1.0,1.0
OTU_B_1161940,0.169,0.3447121871599565
OTU_B_535122,0.001,0.005457059679767104
OTU_B_796937,0.064,0.17396121080297264
OTU_B_716387,0.552,0.7265363584499934
OTU_B_663423,1.0,1.0
OTU_B_107535,1.0,1.0
OTU_B_222218,0.549,0.7246867655472911
OTU_B_733672,0.472,0.6766190612752127
OTU_B_733673,0.048,0.14204400592007893
OTU_B_785701,0.001,0.005457059679767104
OTU_B_25048,0.863,0.9953888397492596
OTU_B_25049,0.133,0.29964963942307693
OTU_B_386451,0.002,0.010009010512264308
OTU_B_1669032,0.062,0.16975570567829104
OTU_B_797417,0.127,0.2915187509566815
OTU_B_642119,0.07,0.1865174129353234
OTU_B_25042,0.155,0.32586289078928926
OTU_B_25044,0.008,0.03319535141117875
OTU_B_25045,0.386,0.5890658932478502
OTU_B_25046,0.351,0.5634033716885202
OTU_B_25047,0.001,0.005457059679767104
OTU_B_1160021,0.155,0.32586289078928926
OTU_B_314289,0.001,0.005457059679767104
OTU_B_1015506,0.001,0.005457059679767104
OTU_B_521990,0.03,0.10007340674007341
OTU_B_1496970,0.001,0.005457059679767104
OTU_B_128855,0.634,0.804013868921776
OTU_B_122961,0.136,0.3038069417548041
OTU_B_712145,0.244,0.45956091434312984
OTU_B_819913,0.173,0.35067693971343605
OTU_B_270815,0.204,0.40041675392670156
OTU_B_115906,0.699,0.8603253447143795
OTU_B_115904,0.308,0.5170455614015448
OTU_B_723683,0.031,0.10254240652917172
OTU_B_327205,0.267,0.4859140776699029
OTU_B_1352078,0.75,0.900624599615631
OTU_B_1330712,0.102,0.2463111111111111
OTU_B_458310,0.001,0.005457059679767104
OTU_B_602374,0.224,0.43018556701030924
OTU_B_458315,0.001,0.005457059679767104
OTU_B_73445,0.063,0.17191301974342643
OTU_B_475593,0.001,0.005457059679767104
OTU_B_73443,0.134,0.30099820251647696
OTU_B_73442,0.316,0.5235304645638844
OTU_B_73441,0.036,0.11494857872884061
OTU_B_389191,1.0,1.0
OTU_B_734377,0.759,0.9065321173987496
OTU_B_73449,0.186,0.37192559503966927
OTU_B_786464,0.001,0.005457059679767104
OTU_B_515049,0.001,0.005457059679767104
OTU_B_802916,1.0,1.0
OTU_B_194123,0.001,0.005457059679767104
OTU_B_297768,0.001,0.005457059679767104
OTU_B_194127,0.02,0.07201824948973466
OTU_B_386615,0.006,0.025978345604157644
OTU_B_603977,0.001,0.005457059679767104
OTU_B_515512,0.146,0.3156142424679256
OTU_B_785972,0.481,0.6840605054767889
OTU_B_51828,1.0,1.0
OTU_B_117198,0.411,0.6140023909145248
OTU_B_667828,0.257,0.475740278977904
OTU_B_784263,0.319,0.526667841021689
OTU_B_51820,0.057,0.15939804195804197
OTU_B_51823,0.914,1.0
OTU_B_347885,0.299,0.5110330521996809
OTU_B_51825,0.294,0.5081046444623718
OTU_B_51824,0.222,0.42724743326488707
OTU_B_51827,1.0,1.0
OTU_B_51826,1.0,1.0
OTU_B_336408,0.001,0.005457059679767104
OTU_B_333169,0.112,0.26566782663714017
OTU_B_408998,1.0,1.0
OTU_B_338213,0.001,0.005457059679767104
OTU_B_84224,0.001,0.005457059679767104
OTU_B_1556370,0.673,0.8360788667053268
OTU_B_338212,0.001,0.005457059679767104
OTU_B_622824,1.0,1.0
OTU_B_120142,0.123,0.28537294035739147
OTU_B_100031,0.025,0.08636258926514628
OTU_B_1059020,0.567,0.7387898166652185
OTU_B_100034,0.028,0.09450551429214495
OTU_B_783962,0.176,0.35550862068965516
OTU_B_702948,0.001,0.005457059679767104
OTU_B_476938,0.001,0.005457059679767104
OTU_B_1518154,0.001,0.005457059679767104
OTU_B_1477414,1.0,1.0
OTU_B_113089,0.001,0.005457059679767104
OTU_B_113088,0.001,0.005457059679767104
OTU_B_152448,0.001,0.005457059679767104
OTU_B_125646,0.132,0.29854038157001733
OTU_B_152447,0.002,0.010009010512264308
OTU_B_113083,0.001,0.005457059679767104
OTU_B_84222,0.593,0.765319333878394
OTU_B_125642,0.758,0.9060954962136308
OTU_B_362416,1.0,1.0
OTU_B_221943,0.389,0.5916271805273834
OTU_B_1117213,0.227,0.43466666666666665
OTU_B_308925,0.001,0.005457059679767104
OTU_B_150627,0.377,0.5827741469951551
OTU_B_150628,0.456,0.6629994182664339
OTU_B_617669,0.496,0.6982741269245212
OTU_B_1518151,1.0,1.0
OTU_B_305742,0.116,0.2726545454545455
OTU_B_783848,0.455,0.6620268762431476
OTU_B_141102,0.004,0.018332518337408316
OTU_B_1098927,1.0,1.0
OTU_B_1241943,0.021,0.07489084423305589
OTU_B_141459,0.001,0.005457059679767104
OTU_B_141458,1.0,1.0
OTU_B_346601,0.297,0.5096477857878476
OTU_B_712752,0.321,0.5286312321546233
OTU_B_137001,0.063,0.17191301974342643
OTU_B_81998,0.31,0.51831419333259
OTU_B_81778,0.745,0.8969547589418329
OTU_B_81779,0.02,0.07201824948973466
OTU_B_1343311,0.001,0.005457059679767104
OTU_B_81990,0.434,0.6398214707038931
OTU_B_81775,0.89,1.0
OTU_B_81777,0.547,0.7238307522611958
OTU_B_81770,0.118,0.27646715100382785
OTU_B_81995,0.002,0.010009010512264308
OTU_B_349406,1.0,1.0
OTU_B_81997,0.157,0.32799832822513236
OTU_B_125398,1.0,1.0
OTU_B_49326,0.462,0.668546945865097
OTU_B_727288,0.001,0.005457059679767104
OTU_B_49324,0.001,0.005457059679767104
OTU_B_49323,0.001,0.005457059679767104
OTU_B_49322,0.316,0.5235304645638844
OTU_B_49321,0.001,0.005457059679767104
OTU_B_1055224,0.564,0.7363203760936752
OTU_B_125392,0.035,0.11257050938337804
OTU_B_125466,0.734,0.8887774233921435
OTU_B_128147,0.003,0.014229954135695081
OTU_B_49329,0.236,0.4482370970806155
OTU_B_49328,0.156,0.3270025160749231
OTU_B_735223,0.054,0.15354266211604095
OTU_B_751753,0.002,0.010009010512264308
OTU_B_785839,0.003,0.014229954135695081
OTU_B_735226,1.0,1.0
OTU_B_724951,0.045,0.13624470018170806
OTU_B_735952,0.111,0.2638592375366569
OTU_B_322676,0.293,0.5077515456173801
OTU_B_776434,0.512,0.7119102457116366
OTU_B_874603,0.001,0.005457059679767104
OTU_B_1225601,0.173,0.35067693971343605
OTU_B_624089,0.527,0.7176944103891386
OTU_B_116109,0.522,0.7162842110079152
OTU_B_154272,0.283,0.5002791465283508
OTU_B_1617025,0.752,0.9021232750689973
OTU_B_116101,1.0,1.0
OTU_B_70649,0.055,0.15531117597213068
OTU_B_199368,0.003,0.014229954135695081
OTU_B_1518398,1.0,1.0
OTU_B_1521399,0.395,0.5972694731535165
OTU_B_932011,0.356,0.5682056303549572
OTU_B_142529,0.357,0.5691958960182871
OTU_B_320290,0.002,0.010009010512264308
OTU_B_70642,1.0,1.0
OTU_B_70643,0.045,0.13624470018170806
OTU_B_70646,0.065,0.17626401446654613
OTU_B_1559028,0.077,0.20031086824529448
OTU_B_1518248,0.001,0.005457059679767104
OTU_B_112936,0.001,0.005457059679767104
OTU_B_109137,1.0,1.0
OTU_B_112939,0.001,0.005457059679767104
OTU_B_345568,0.049,0.14393809990205683
OTU_B_1520045,0.001,0.005457059679767104
OTU_B_762582,0.649,0.8167851957534304
OTU_B_1856619,0.673,0.8360788667053268
OTU_B_122018,0.518,0.7148180730652434
OTU_B_1520576,0.001,0.005457059679767104
OTU_B_62314,0.57,0.7415389954020993
OTU_B_62317,0.516,0.7141941021736121
OTU_B_118524,0.001,0.005457059679767104
OTU_B_62310,0.08,0.20611287690060992
OTU_B_62313,0.092,0.22783122780942944
OTU_B_780425,0.659,0.824664246672508
OTU_B_709675,0.001,0.005457059679767104
OTU_B_179298,0.271,0.48986451301832207
OTU_B_709672,0.809,0.9449150245346211
OTU_B_784274,0.647,0.8151232462404436
OTU_B_785142,0.435,0.6410751314431723
OTU_B_976365,0.001,0.005457059679767104
OTU_B_809672,0.071,0.18844530973451326
OTU_B_172217,0.203,0.3988454634785457
OTU_B_785149,0.25,0.46696144983496296
OTU_B_784154,0.063,0.17191301974342643
OTU_B_796588,0.269,0.4881321393998064
OTU_B_113880,0.161,0.33317546401711173
OTU_B_113883,0.038,0.12006911083017277
OTU_B_788989,0.585,0.7568183582797738
OTU_B_36178,0.008,0.03319535141117875
OTU_B_141127,0.001,0.005457059679767104
OTU_B_113887,0.032,0.10508529508376217
OTU_B_782800,0.279,0.49675084594835267
OTU_B_36174,0.472,0.6766190612752127
OTU_B_36176,0.333,0.5431737640724426
OTU_B_2179566,0.648,0.815869023130851
OTU_B_36170,1.0,1.0
OTU_B_36172,0.165,0.3387186858316222
OTU_B_112061,0.517,0.7144571718195641
OTU_B_762761,0.13,0.2959587065431911
OTU_B_706221,0.005,0.022183431952662723
OTU_B_389724,0.534,0.7193777180004484
OTU_B_752114,0.653,0.8197897028045208
OTU_B_159213,0.711,0.8702380019588639
OTU_B_87127,0.016,0.06026271505713927
OTU_B_27551,0.154,0.3247165354330709
OTU_B_1137080,1.0,1.0
OTU_B_27553,0.512,0.7119102457116366
OTU_B_27802,0.134,0.30099820251647696
OTU_B_27803,0.001,0.005457059679767104
OTU_B_27556,0.01,0.040252315125486514
OTU_B_27557,0.002,0.010009010512264308
OTU_B_38190,0.668,0.8320039867109634
OTU_B_38191,0.298,0.5104292404340377
OTU_B_91044,0.005,0.022183431952662723
OTU_B_38194,0.004,0.018332518337408316
OTU_B_38195,0.013,0.05060955347871235
OTU_B_27808,0.002,0.010009010512264308
OTU_B_38197,0.004,0.018332518337408316
OTU_B_734570,0.288,0.5044204625087596
OTU_B_805528,0.342,0.5535191840699368
OTU_B_823161,0.536,0.7197220630372493
OTU_B_1502155,0.078,0.2023681660899654
OTU_B_115482,0.003,0.014229954135695081
OTU_B_115481,0.003,0.014229954135695081
OTU_B_125407,0.001,0.005457059679767104
OTU_B_115485,0.021,0.07489084423305589
OTU_B_29299,0.001,0.005457059679767104
OTU_B_29298,0.16,0.33220629975770166
OTU_B_278736,1.0,1.0
OTU_B_146544,1.0,1.0
OTU_B_29291,0.029,0.0972786041829773
OTU_B_718133,0.039,0.12251890646276317
OTU_B_29292,1.0,1.0
OTU_B_29294,0.787,0.9260349170230295
OTU_B_29297,0.167,0.3413756815703381
OTU_B_164037,0.016,0.06026271505713927
OTU_B_157903,0.001,0.005457059679767104
OTU_B_762858,0.753,0.9027812599936041
OTU_B_762859,0.002,0.010009010512264308
OTU_B_762854,0.001,0.005457059679767104
OTU_B_900337,0.384,0.5875983673469388
OTU_B_133965,0.296,0.5091553108511127
OTU_B_785627,0.56,0.7328527794746488
OTU_B_762850,0.013,0.05060955347871235
OTU_B_762851,0.001,0.005457059679767104
OTU_B_762853,0.002,0.010009010512264308
OTU_B_429331,0.001,0.005457059679767104
OTU_B_743004,0.054,0.15354266211604095
OTU_B_122457,0.024,0.08363053328685953
OTU_B_778582,0.008,0.03319535141117875
OTU_B_1110517,0.396,0.5982687890388878
OTU_B_743008,0.044,0.13415146894378366
OTU_B_778586,0.047,0.14019134758826454
OTU_B_1674797,1.0,1.0
OTU_B_29126,0.748,0.8994112977588903
OTU_B_29124,0.083,0.21178628551982304
OTU_B_29123,1.0,1.0
OTU_B_29122,1.0,1.0
OTU_B_29121,0.57,0.7415389954020993
OTU_B_763225,0.005,0.022183431952662723
OTU_B_191946,1.0,1.0
OTU_B_29128,0.61,0.7822773335613803
OTU_B_108597,1.0,1.0
OTU_B_108595,0.217,0.4199421860885275
OTU_B_1530551,0.144,0.3133687418371789
OTU_B_2041147,0.001,0.005457059679767104
OTU_B_395211,1.0,1.0
OTU_B_1311520,0.43,0.6353924225254963
OTU_B_395748,0.007,0.029632180663373326
OTU_B_813645,0.105,0.2521748878923767
OTU_B_313437,0.36,0.5714878526438364
OTU_B_120985,0.52,0.7155696260610233
OTU_B_76207,1.0,1.0
OTU_B_109646,0.016,0.06026271505713927
OTU_B_76203,0.098,0.2388247338912814
OTU_B_76200,0.062,0.16975570567829104
OTU_B_76201,0.796,0.9333658612870437
OTU_B_733809,0.026,0.0890376798355789
OTU_B_109648,0.244,0.45956091434312984
OTU_B_76209,0.414,0.6172236416960779
OTU_B_67785,0.001,0.005457059679767104
OTU_B_67784,0.033,0.10741654004775342
OTU_B_1564300,0.047,0.14019134758826454
OTU_B_67780,0.146,0.3156142424679256
OTU_B_67783,0.012,0.04724389603570491
OTU_B_810091,0.368,0.5771311441121104
OTU_B_405907,0.726,0.8824751560346923
OTU_B_67789,0.074,0.1943609773185042
OTU_B_67788,0.007,0.029632180663373326
OTU_B_763899,0.023,0.0808409703504043
OTU_B_313697,1.0,1.0
OTU_B_123058,0.019,0.06926558891454965
OTU_B_95825,0.374,0.5810415954415954
OTU_B_437969,0.458,0.6650368433793271
OTU_B_728482,0.466,0.6720007693047408
OTU_B_139935,0.198,0.39117423094657794
OTU_B_784404,0.159,0.33081706555671175
OTU_B_860795,0.089,0.22240359940009996
OTU_B_119027,0.001,0.005457059679767104
OTU_B_145908,0.261,0.47973965802537233
OTU_B_226505,0.001,0.005457059679767104
OTU_B_1278814,0.01,0.040252315125486514
OTU_B_151368,0.001,0.005457059679767104
OTU_B_825869,0.083,0.21178628551982304
OTU_B_190331,0.001,0.005457059679767104
OTU_B_491446,0.001,0.005457059679767104
OTU_B_178577,0.001,0.005457059679767104
OTU_B_697746,1.0,1.0
OTU_B_691957,0.001,0.005457059679767104
OTU_B_149906,0.475,0.6790695457362124
OTU_B_65068,1.0,1.0
OTU_B_65069,0.743,0.8955534300526463
OTU_B_65066,1.0,1.0
OTU_B_785974,0.003,0.014229954135695081
OTU_B_721448,0.001,0.005457059679767104
OTU_B_124662,0.868,0.9999253312848089
OTU_B_65062,0.502,0.703616412748855
OTU_B_65063,0.001,0.005457059679767104
OTU_B_65061,0.005,0.022183431952662723
OTU_B_122453,0.001,0.005457059679767104
OTU_B_713150,0.007,0.029632180663373326
OTU_B_716305,0.031,0.10254240652917172
OTU_B_389051,1.0,1.0
OTU_B_924899,0.31,0.51831419333259
OTU_B_461500,0.012,0.04724389603570491
OTU_B_723658,0.002,0.010009010512264308
OTU_B_516420,0.002,0.010009010512264308
OTU_B_354400,0.64,0.8089548213081592
OTU_B_717310,0.536,0.7197220630372493
OTU_B_872750,0.51,0.7104468183929401
OTU_B_192208,0.007,0.029632180663373326
OTU_B_192209,0.811,0.9468454202187707
OTU_B_414430,0.424,0.6289434690142934
OTU_B_120620,0.321,0.5286312321546233
OTU_B_120624,0.225,0.43185716114168693
OTU_B_735766,0.089,0.22240359940009996
OTU_B_735767,0.766,0.911299960333201
OTU_B_403686,1.0,1.0
OTU_B_770000,0.826,0.9611403297769155
OTU_B_126484,0.003,0.014229954135695081
OTU_B_126487,0.001,0.005457059679767104
OTU_B_126486,0.04,0.12500573095759093
OTU_B_460457,1.0,1.0
OTU_B_1110954,0.43,0.6353924225254963
OTU_B_212580,0.001,0.005457059679767104
OTU_B_735769,1.0,1.0
OTU_B_784049,0.099,0.24053856124432924
OTU_B_712933,0.553,0.727118632178869
OTU_B_1305762,1.0,1.0
OTU_B_177291,0.312,0.519543834323469
OTU_B_65202,0.696,0.8574422674060381
OTU_B_994091,1.0,1.0
OTU_B_65200,0.001,0.005457059679767104
OTU_B_1358532,0.171,0.347609597397316
OTU_B_355318,0.028,0.09450551429214495
OTU_B_784045,0.364,0.5744928695469137
OTU_B_164411,0.011,0.04377813163481953
OTU_B_804042,0.523,0.7166727281034405
OTU_B_786648,0.125,0.28845118104177886
OTU_B_327744,1.0,1.0
OTU_B_344146,0.089,0.22240359940009996
OTU_B_718376,0.112,0.26566782663714017
OTU_B_1585735,0.076,0.19825971992693744
OTU_B_744985,1.0,1.0
OTU_B_765009,0.146,0.3156142424679256
OTU_B_1890625,0.001,0.005457059679767104
OTU_B_736223,0.252,0.46961501180564186
OTU_B_789908,0.237,0.44953857829496585
OTU_B_89235,1.0,1.0
OTU_B_167460,0.188,0.375224329540161
OTU_B_744174,0.21,0.4094604082694058
OTU_B_872137,0.361,0.5724087761036215
OTU_B_732429,0.537,0.7198723461314979
OTU_B_276385,0.037,0.11751604363020225
OTU_B_114422,0.049,0.14393809990205683
OTU_B_515218,1.0,1.0
OTU_B_1916348,0.001,0.005457059679767104
OTU_B_287535,0.101,0.24436850596966764
OTU_B_1680617,0.17,0.3460458802769106
OTU_B_807318,0.147,0.31645305770887167
OTU_B_1540834,0.016,0.06026271505713927
OTU_B_327223,0.197,0.3896092317837125
OTU_B_286910,0.121,0.28173526900085394
OTU_B_405445,0.001,0.005457059679767104
OTU_B_1525736,0.256,0.47479760064312654
OTU_B_518004,0.426,0.6311609939238254
OTU_B_730684,0.492,0.6942396612561751
OTU_B_266924,0.052,0.14984473481936972
OTU_B_741987,0.129,0.29455409212028927
OTU_B_94361,0.557,0.730328932412346
OTU_B_116353,0.52,0.7155696260610233
OTU_B_94363,0.519,0.7153751551082311
OTU_B_94362,0.054,0.15354266211604095
OTU_B_281245,1.0,1.0
OTU_B_176468,1.0,1.0
OTU_B_94368,0.614,0.7859283854722376
OTU_B_686156,0.136,0.3038069417548041
OTU_B_686623,0.008,0.03319535141117875
OTU_B_784278,0.045,0.13624470018170806
OTU_B_776092,0.379,0.5840896151276913
OTU_B_730793,0.011,0.04377813163481953
OTU_B_232265,0.001,0.005457059679767104
OTU_B_305313,0.04,0.12500573095759093
OTU_B_764640,0.806,0.9422549990255311
OTU_B_167676,0.001,0.005457059679767104
OTU_B_1280464,0.414,0.6172236416960779
OTU_B_653982,0.001,0.005457059679767104
OTU_B_858243,0.423,0.6278948775055678
OTU_B_110218,0.043,0.1317319713993871
OTU_B_1518306,0.001,0.005457059679767104
OTU_B_1496815,0.001,0.005457059679767104
OTU_B_872212,1.0,1.0
OTU_B_23927,0.694,0.8557516753689922
OTU_B_23921,0.581,0.7525199516324063
OTU_B_23923,0.055,0.15531117597213068
OTU_B_1161269,0.001,0.005457059679767104
OTU_B_23929,0.101,0.24436850596966764
OTU_B_23928,1.0,1.0
OTU_B_139022,0.002,0.010009010512264308
OTU_B_1263183,0.33,0.539306887532694
OTU_B_1438772,0.34,0.5512341207632845
OTU_B_305510,0.038,0.12006911083017277
OTU_B_140199,1.0,1.0
OTU_B_2037577,0.001,0.005457059679767104
OTU_B_305519,0.081,0.20802808700119885
OTU_B_121974,0.039,0.12251890646276317
OTU_B_140192,0.089,0.22240359940009996
OTU_B_115183,0.345,0.5567821782178217
OTU_B_86864,1.0,1.0
OTU_B_86866,1.0,1.0
OTU_B_124701,0.302,0.5126837606837606
OTU_B_86863,0.439,0.6453528085481816
OTU_B_902656,0.336,0.5465216118010738
OTU_B_141814,1.0,1.0
OTU_B_115181,1.0,1.0
OTU_B_730894,0.286,0.502973613228568
OTU_B_86868,0.436,0.6420440909314087
OTU_B_120888,0.042,0.12943526510480888
OTU_B_384528,1.0,1.0
OTU_B_118305,0.28,0.49723251820711706
OTU_B_517020,0.285,0.5021867105340462
OTU_B_649675,0.03,0.10007340674007341
OTU_B_217732,0.137,0.3050184841511395
OTU_B_775936,0.494,0.6962101405009163
OTU_B_1191397,0.001,0.005457059679767104
OTU_B_928378,0.302,0.5126837606837606
OTU_B_128621,0.004,0.018332518337408316
OTU_B_795687,0.002,0.010009010512264308
OTU_B_128626,0.394,0.5962985315638089
OTU_B_795685,0.639,0.8082699169161992
OTU_B_140990,0.342,0.5535191840699368
OTU_B_1619969,0.096,0.23511611954924058
OTU_B_128628,0.033,0.10741654004775342
OTU_B_925631,0.383,0.5867567042958575
OTU_B_764714,1.0,1.0
OTU_B_1174567,0.058,0.1614868176754549
OTU_B_1098877,0.231,0.4408904161893853
OTU_B_42313,0.001,0.005457059679767104
OTU_B_42312,0.05,0.1458329281338131
OTU_B_767536,0.367,0.5766483654652137
OTU_B_42310,0.218,0.4213608300573565
OTU_B_42317,0.012,0.04724389603570491
OTU_B_768560,1.0,1.0
OTU_B_42315,1.0,1.0
OTU_B_42314,1.0,1.0
OTU_B_743587,0.015,0.057113114129744826
OTU_B_70582,0.077,0.20031086824529448
OTU_B_733949,0.533,0.7191711355047687
OTU_B_349893,0.535,0.7193777180004484
OTU_B_727776,0.347,0.5589571942639239
OTU_B_1306792,0.437,0.6432008637188987
OTU_B_349897,0.537,0.7198723461314979
OTU_B_764840,0.657,0.8230199649152118
OTU_B_736887,0.341,0.5524671564390666
OTU_B_1545081,0.222,0.42724743326488707
OTU_B_146590,0.266,0.48465293724561087
OTU_B_218328,0.001,0.005457059679767104
OTU_B_146596,0.127,0.2915187509566815
OTU_B_87128,0.414,0.6172236416960779
OTU_B_655865,0.001,0.005457059679767104
OTU_B_1276410,0.001,0.005457059679767104
OTU_B_743759,0.059,0.16367847562667653
OTU_B_716369,0.312,0.519543834323469
OTU_B_116978,0.376,0.5821584843322493
OTU_B_122458,0.599,0.7713037952945218
OTU_B_730544,0.774,0.9164551125148046
OTU_B_139075,0.062,0.16975570567829104
OTU_B_121289,0.001,0.005457059679767104
OTU_B_1139894,0.175,0.35384615384615387
OTU_B_113794,1.0,1.0
OTU_B_727562,0.001,0.005457059679767104
OTU_B_121286,0.003,0.014229954135695081
OTU_B_636502,0.267,0.4859140776699029
OTU_B_121285,0.185,0.3703210305012347
OTU_B_649888,1.0,1.0
OTU_B_122954,0.264,0.4829452881976212
OTU_B_1189820,0.001,0.005457059679767104
OTU_B_532320,0.131,0.29728753026634386
OTU_B_535442,1.0,1.0
OTU_B_478654,0.001,0.005457059679767104
OTU_B_1011422,0.076,0.19825971992693744
OTU_B_535118,0.097,0.23694608242384751
OTU_B_1296939,0.521,0.7161571107750127
OTU_B_1129276,0.001,0.005457059679767104
OTU_B_123532,1.0,1.0
OTU_B_564550,1.0,1.0
OTU_B_123531,0.002,0.010009010512264308
OTU_B_682488,0.637,0.8066586725215336
OTU_B_1425900,0.029,0.0972786041829773
OTU_B_767285,0.509,0.7097130636913064
OTU_B_743766,0.06,0.1656864008838965
OTU_B_731350,0.65,0.8174948630855035
OTU_B_743763,0.023,0.0808409703504043
OTU_B_70802,0.182,0.3655846225972808
OTU_B_121025,0.073,0.1923070707070707
OTU_B_763704,0.026,0.0890376798355789
OTU_B_121751,0.519,0.7153751551082311
OTU_B_121020,0.279,0.49675084594835267
OTU_B_121021,0.034,0.11001488833746899
OTU_B_29351,0.344,0.5556766305811385
OTU_B_29353,0.001,0.005457059679767104
OTU_B_29354,1.0,1.0
OTU_B_29355,1.0,1.0
OTU_B_121028,0.087,0.21873618911895382
OTU_B_756426,0.271,0.48986451301832207
OTU_B_395028,0.54,0.7208331849741856
OTU_B_142107,0.046,0.13835058162855995
OTU_B_152691,0.565,0.7372087357521969
OTU_B_467241,0.547,0.7238307522611958
OTU_B_112219,0.187,0.3736262740656851
